dataset,split,image_id,image_path,label_path,img_exists,img_width,img_height,class_id,class_name,bbox_x_center,bbox_y_center,bbox_width,bbox_height,has_annotation,bbox_w_px,bbox_h_px,bbox_area_norm,aspect_ratio,is_tiny,is_giant,label_binary,bbox_x_px,bbox_y_px,X11,Y11,X12,Y12,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28
fall,train,-62-_jpg.rf.53ed19c2d8f74717692c56a8b7c0a902,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-62-_jpg.rf.53ed19c2d8f74717692c56a8b7c0a902.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-62-_jpg.rf.53ed19c2d8f74717692c56a8b7c0a902.txt,True,640,640,2.0,Sitting,0.46953125,0.53984375,0.859375,0.85390625,True,550.0,546.5,0.73382568359375,1.0064043897412545,False,False,normal,300.5,345.5,0.8859662413597107,0.34352752566337585,0.5178610682487488,0.31821131706237793,0.6870148777961731,0.8020819425582886,0.4894832968711853,0.7313801050186157,0.8940209150314331,0.8457552194595337,0.3026958107948303,0.4220268428325653,0.42897605895996094,0.8659188747406006,0.3016333281993866,0.8579651117324829
fall,train,-66-_jpg.rf.0413975624052e224a2ead6460150ef7,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-66-_jpg.rf.0413975624052e224a2ead6460150ef7.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-66-_jpg.rf.0413975624052e224a2ead6460150ef7.txt,True,640,640,2.0,Sitting,0.55625,0.51484375,0.8875,0.91171875,True,568.0,583.5,0.8091503906249999,0.9734361594285584,False,False,normal,356.0,329.5,0.5880261063575745,0.3048322796821594,0.22379809617996216,0.36254429817199707,0.5839473009109497,0.7327244877815247,0.36391007900238037,0.7642398476600647,0.9442497491836548,0.7224637269973755,0.058034539222717285,0.734444797039032,0.3772776126861572,0.9001312851905823,0.568934440612793,0.8650006055831909
fall,train,-67-_jpg.rf.3591dbc895e92d4332ace033892f219e,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-67-_jpg.rf.3591dbc895e92d4332ace033892f219e.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-67-_jpg.rf.3591dbc895e92d4332ace033892f219e.txt,True,640,640,2.0,Sitting,0.44765625,0.5484375,0.515625,0.83515625,True,330.0,534.5,0.43062744140625,0.6173994375726858,False,False,normal,286.5,351.0,0.6288172006607056,0.3221469223499298,0.20754404366016388,0.36623334884643555,0.6038727164268494,0.7672158479690552,0.343282550573349,0.7957138419151306,0.9558442234992981,0.7400391697883606,0.06919458508491516,0.8518785834312439,0.45398375391960144,0.9248195290565491,0.6641381978988647,0.9351269006729126
fall,train,-69-_jpg.rf.ac10eeb3baef342242001bdaf7058f48,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-69-_jpg.rf.ac10eeb3baef342242001bdaf7058f48.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-69-_jpg.rf.ac10eeb3baef342242001bdaf7058f48.txt,True,640,640,2.0,Sitting,0.471875,0.58203125,0.86953125,0.8359375,True,556.5,535.0,0.726873779296875,1.0401869139435758,False,False,normal,302.0,372.5,0.932053804397583,0.2863498330116272,0.6854240894317627,0.27517345547676086,0.806588888168335,0.6059069633483887,0.6790985465049744,0.5750249624252319,0.5032812356948853,0.4685545563697815,0.36564207077026367,0.6875375509262085,0.19833600521087646,0.653404951095581,0.18875610828399658,0.9796323180198669
fall,train,-70-_jpg.rf.ff0cf409b3d05516e6e918f3bc8116bb,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-70-_jpg.rf.ff0cf409b3d05516e6e918f3bc8116bb.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-70-_jpg.rf.ff0cf409b3d05516e6e918f3bc8116bb.txt,True,640,640,2.0,Sitting,0.621875,0.56328125,0.696875,0.8734375,True,446.0,559.0,0.6086767578125,0.7978533080539297,False,False,normal,398.0,360.5,0.8325026035308838,0.38780954480171204,0.4846462905406952,0.35763776302337646,0.6643155813217163,0.8246841430664062,0.49381279945373535,0.7624022960662842,0.1194368302822113,0.9182626605033875,0.025958001613616943,0.7728577256202698,0.08622974157333374,1.2054941654205322,-0.057205379009246826,1.134129285812378
fall,train,-71-_jpg.rf.e3d5798c58980d7e689bd513a3ec5fde,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-71-_jpg.rf.e3d5798c58980d7e689bd513a3ec5fde.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-71-_jpg.rf.e3d5798c58980d7e689bd513a3ec5fde.txt,True,640,640,2.0,Sitting,0.49453125,0.5515625,0.6390625,0.896875,True,409.0,574.0,0.5731591796875,0.7125435527656035,False,False,normal,316.5,353.0,0.8240265846252441,0.31718823313713074,0.3601773977279663,0.3138108253479004,0.7355695962905884,0.708899199962616,0.4502866268157959,0.7027624249458313,0.5366537570953369,0.9970616698265076,0.2696046531200409,0.9862388968467712,0.3760170042514801,1.257277011871338,0.25923481583595276,1.2357127666473389
fall,train,-73-_jpg.rf.1e5791b804a7f2b56fed438083e86f2e,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-73-_jpg.rf.1e5791b804a7f2b56fed438083e86f2e.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-73-_jpg.rf.1e5791b804a7f2b56fed438083e86f2e.txt,True,640,640,2.0,Sitting,0.46484375,0.565625,0.5703125,0.7296875,True,365.0,467.0,0.41614990234375,0.7815845807674848,False,False,normal,297.5,362.0,0.7507917881011963,0.28633010387420654,0.3790111839771271,0.2809913456439972,0.6331058144569397,0.607080340385437,0.4128885269165039,0.5725218653678894,0.4733557105064392,0.552874743938446,0.2925746440887451,0.501285195350647,0.34613037109375,0.9142649173736572,0.24159111082553864,0.8948355317115784
fall,train,-76-_jpg.rf.c8bc76bc83438eb78bb81a0dcf02e906,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-76-_jpg.rf.c8bc76bc83438eb78bb81a0dcf02e906.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-76-_jpg.rf.c8bc76bc83438eb78bb81a0dcf02e906.txt,True,640,640,2.0,Sitting,0.35703125,0.6,0.53984375,0.7328125,True,345.5,469.0,0.3956042480468749,0.7366737724164738,False,False,normal,228.5,384.0,0.4930555522441864,0.41483575105667114,0.13965144753456116,0.45240047574043274,0.4600892663002014,0.881695568561554,0.27237534523010254,0.9205235242843628,0.7155500650405884,0.8732618689537048,0.7040023803710938,0.8520125150680542,0.7453893423080444,1.177733302116394,0.6695091724395752,1.2068464756011963
fall,train,-77-_jpg.rf.7620a9194dd4ae25aa2b25ed3261354a,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-77-_jpg.rf.7620a9194dd4ae25aa2b25ed3261354a.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-77-_jpg.rf.7620a9194dd4ae25aa2b25ed3261354a.txt,True,640,640,2.0,Sitting,0.53515625,0.528125,0.73203125,0.69296875,True,468.5,443.5,0.5072747802734375,1.0563697834129204,False,False,normal,342.5,338.0,0.7777506113052368,0.36136341094970703,0.3669239282608032,0.3536752760410309,0.6411024928092957,0.8199000954627991,0.4030939042568207,0.8003915548324585,0.9506312608718872,0.8476069569587708,0.07106021046638489,0.7814905643463135,0.44735756516456604,0.919651985168457,0.4439932107925415,0.8867519497871399
fall,train,-78-_jpg.rf.54dafccc85509df346aab56de1791e6f,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-78-_jpg.rf.54dafccc85509df346aab56de1791e6f.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-78-_jpg.rf.54dafccc85509df346aab56de1791e6f.txt,True,640,640,2.0,Sitting,0.48203125,0.53671875,0.37578125,0.61640625,True,240.5,394.5,0.2316339111328125,0.6096324445890179,False,False,normal,308.5,343.5,0.4423510730266571,0.25693508982658386,0.27131739258766174,0.24796590209007263,0.3778156638145447,0.5775818824768066,0.2549038529396057,0.6051795482635498,0.9002577066421509,0.6169954538345337,0.6835974454879761,0.6006847620010376,0.7087688446044922,0.8539770841598511,0.5937532782554626,0.8879456520080566
fall,train,-79-_jpg.rf.c35f14c74d8c407489c428010f3f19d5,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-79-_jpg.rf.c35f14c74d8c407489c428010f3f19d5.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-79-_jpg.rf.c35f14c74d8c407489c428010f3f19d5.txt,True,640,640,2.0,Sitting,0.52890625,0.58828125,0.30703125,0.70078125,True,196.5,448.5,0.2151617431640625,0.4381270893241313,False,False,normal,338.5,376.5,0.45277413725852966,0.2307882308959961,0.0774434506893158,0.27695152163505554,0.39694786071777344,0.5182168483734131,0.1633683294057846,0.5507519245147705,0.5104137063026428,0.6257041692733765,0.4248950481414795,0.5139774084091187,0.3591732382774353,0.8914325833320618,0.7285779118537903,0.760245680809021
fall,train,-80-_jpg.rf.2da65dd3d5aa32f9719d615242849704,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-80-_jpg.rf.2da65dd3d5aa32f9719d615242849704.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-80-_jpg.rf.2da65dd3d5aa32f9719d615242849704.txt,True,640,640,2.0,Sitting,0.50625,0.5296875,0.3953125,0.80625,True,253.0,516.0,0.318720703125,0.4903100765691665,False,False,normal,324.0,339.0,0.8396415114402771,0.32075974345207214,0.6540175676345825,0.3034484088420868,0.8016310334205627,0.6647478938102722,0.6462686061859131,0.6219847798347473,0.3084350824356079,0.7882875800132751,0.2558663785457611,0.7241412997245789,0.08443284779787064,0.9853922128677368,0.2548924684524536,0.8659507036209106
fall,train,-81-_jpg.rf.95be27e3a0b653fc9e1bbf8198e89ffb,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-81-_jpg.rf.95be27e3a0b653fc9e1bbf8198e89ffb.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-81-_jpg.rf.95be27e3a0b653fc9e1bbf8198e89ffb.txt,True,640,640,2.0,Sitting,0.496875,0.41640625,0.484375,0.57265625,True,310.0,366.5,0.2773803710937499,0.8458390154274515,False,False,normal,318.0,266.5,0.8712391257286072,0.38168472051620483,0.361985445022583,0.41150224208831787,0.7426297068595886,0.9093283414840698,0.4398232102394104,0.9285193085670471,0.6232600808143616,0.522256076335907,0.31756919622421265,0.437778502702713,0.33422791957855225,0.9100253582000732,0.2835357189178467,0.9133279323577881
fall,train,-82-_jpg.rf.d94058846515cf5497a9d41853ae570b,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-82-_jpg.rf.d94058846515cf5497a9d41853ae570b.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-82-_jpg.rf.d94058846515cf5497a9d41853ae570b.txt,True,640,640,2.0,Sitting,0.44453125,0.6140625,0.7390625,0.70546875,True,473.0,451.5,0.521385498046875,1.0476190452987395,False,False,normal,284.5,393.0,0.7487058639526367,0.3785117268562317,0.5568658113479614,0.3454675078392029,0.8156755566596985,0.8971953392028809,0.681811511516571,0.8201343417167664,0.6951642632484436,0.536823570728302,0.3536437451839447,0.5758790969848633,0.3380041718482971,0.8671506643295288,0.19932770729064941,0.8571141958236694
fall,train,-83-_jpg.rf.67a721f46971d1f6f7646e4917b51191,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-83-_jpg.rf.67a721f46971d1f6f7646e4917b51191.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-83-_jpg.rf.67a721f46971d1f6f7646e4917b51191.txt,True,640,640,2.0,Sitting,0.3828125,0.47578125,0.51484375,0.89453125,True,329.5,572.5,0.4605438232421875,0.5755458505230641,False,False,normal,245.0,304.5,0.8055474162101746,0.28575220704078674,0.8446179032325745,0.26281189918518066,0.7146639823913574,0.6205106377601624,0.7456226348876953,0.57680743932724,0.1799236536026001,0.5733701586723328,0.2953556180000305,0.4997190535068512,0.06182599067687988,0.8112279176712036,0.10093820095062256,0.6921538710594177
fall,train,-85-_jpg.rf.850ee6041dd7ab71fb3238df203eb7c6,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-85-_jpg.rf.850ee6041dd7ab71fb3238df203eb7c6.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-85-_jpg.rf.850ee6041dd7ab71fb3238df203eb7c6.txt,True,640,640,2.0,Sitting,0.4984375,0.5859375,0.45546875,0.68515625,True,291.5,438.5,0.3120672607421875,0.6647662470586859,False,False,normal,319.0,375.0,0.8941566348075867,0.3116382956504822,0.4503892660140991,0.30365389585494995,0.7814052700996399,0.6856827139854431,0.539630115032196,0.6759710311889648,0.5999648571014404,0.5054346919059753,0.09158432483673096,0.723301351070404,0.48800212144851685,0.8270983695983887,0.7025299072265625,0.801185131072998
fall,train,-91-_jpg.rf.55dfbe5d3d05e3ae4d853428a453d6fb,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-91-_jpg.rf.55dfbe5d3d05e3ae4d853428a453d6fb.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-91-_jpg.rf.55dfbe5d3d05e3ae4d853428a453d6fb.txt,True,640,640,2.0,Sitting,0.50703125,0.615625,0.64453125,0.7125,True,412.5,456.0,0.459228515625,0.9046052611741112,False,False,normal,324.5,394.0,0.7173223495483398,0.32239505648612976,0.28928065299987793,0.3112923502922058,0.6156474351882935,0.7581002712249756,0.36592602729797363,0.7654852867126465,0.8102725744247437,0.7337560057640076,0.17036214470863342,0.6766226887702942,0.20824715495109558,0.8366230130195618,0.6797394156455994,0.8583426475524902
fall,train,-a7626805-_jpg.rf.549e61c780616185c515cca96892dc6a,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-a7626805-_jpg.rf.549e61c780616185c515cca96892dc6a.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-a7626805-_jpg.rf.549e61c780616185c515cca96892dc6a.txt,True,640,640,2.0,Sitting,0.56640625,0.60234375,0.6296875,0.6078125,True,403.0,389.0,0.3827319335937499,1.0359897145604378,False,False,normal,362.5,385.5,0.7971180081367493,0.3295676112174988,0.5515662431716919,0.31407952308654785,0.8621556758880615,0.7969512343406677,0.7052463293075562,0.7601145505905151,0.47490793466567993,0.8470098972320557,0.2512292265892029,0.7276816368103027,0.4599974453449249,0.8926237225532532,0.631423830986023,0.8120713233947754
fall,train,-BBC-News-1-_jpg.rf.f147f9d021591f9ae0e92e486ec7228c,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-BBC-News-1-_jpg.rf.f147f9d021591f9ae0e92e486ec7228c.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-BBC-News-1-_jpg.rf.f147f9d021591f9ae0e92e486ec7228c.txt,True,640,640,2.0,Sitting,0.33671875,0.5,0.4875,1.0,True,312.0,640.0,0.4875,0.4874999992382812,False,True,normal,215.5,320.0,0.3772619068622589,0.23984679579734802,0.5699490904808044,0.22098585963249207,0.42313429713249207,0.550652027130127,0.4757589101791382,0.5541214942932129,0.546427845954895,0.7242957353591919,0.4979364573955536,0.7605212926864624,0.4677332937717438,0.8459242582321167,0.5831466317176819,0.9415647387504578
fall,train,-outstretched-ahead-for-a-medical-control-isolated-over-white-backgr-2C92J9Y_jpg.rf.29a937eaf3c58b5075bc34519e7f6896,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-outstretched-ahead-for-a-medical-control-isolated-over-white-backgr-2C92J9Y_jpg.rf.29a937eaf3c58b5075bc34519e7f6896.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-outstretched-ahead-for-a-medical-control-isolated-over-white-backgr-2C92J9Y_jpg.rf.29a937eaf3c58b5075bc34519e7f6896.txt,True,640,640,2.0,Sitting,0.4296875,0.49453125,0.5125,0.746875,True,328.0,478.0,0.3827734374999999,0.6861924671836978,False,False,normal,275.0,316.5,0.2578105032444,0.24582821130752563,0.22359856963157654,0.257215291261673,0.21381407976150513,0.6094226241111755,0.17679712176322937,0.6159082651138306,0.7576285600662231,0.6307777762413025,0.7752431035041809,0.654662549495697,0.6211209297180176,0.9073828458786011,0.6602315902709961,0.9356139898300171
fall,train,-Sunlounger-_jpg.rf.8482e7b29310be999909012914d9a177,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-Sunlounger-_jpg.rf.8482e7b29310be999909012914d9a177.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-Sunlounger-_jpg.rf.8482e7b29310be999909012914d9a177.txt,True,640,640,2.0,Sitting,0.41015625,0.4734375,0.81953125,0.80234375,True,524.5,513.5,0.6575457763671876,1.0214216143691888,False,False,normal,262.5,303.0,0.7856988906860352,0.45407548546791077,0.6306935548782349,0.354589581489563,0.8050762414932251,0.8248750567436218,0.7067567110061646,0.7330260276794434,0.37102311849594116,0.8710244297981262,0.342490553855896,0.7843958735466003,0.014841020107269287,0.9329586029052734,0.034490108489990234,0.8997973799705505
fall,train,-_-jpg-_-_jpg.rf.5fedb2ba40be1c61b0fd1f57d552039d,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-_-jpg-_-_jpg.rf.5fedb2ba40be1c61b0fd1f57d552039d.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-_-jpg-_-_jpg.rf.5fedb2ba40be1c61b0fd1f57d552039d.txt,True,640,640,2.0,Sitting,0.58515625,0.53125,0.78359375,0.875,True,501.5,560.0,0.68564453125,0.8955357126865434,False,False,normal,374.5,340.0,0.4463355839252472,0.2964208126068115,0.15077108144760132,0.33145368099212646,0.42465871572494507,0.706630289554596,0.2625126242637634,0.7541729807853699,0.678066611289978,0.4911257028579712,0.5886545777320862,0.5912050008773804,0.8304426670074463,0.861670970916748,0.7404758930206299,0.8659466505050659
fall,train,-_-_-_-png-_-PNGE_jpg.rf.5abb17369fea9fefbeac1c95c3881dc7,D:\safewatch-elderwatch\data\raw\human_fall\train\images\-_-_-_-png-_-PNGE_jpg.rf.5abb17369fea9fefbeac1c95c3881dc7.jpg,D:\safewatch-elderwatch\data\raw\human_fall\train\labels\-_-_-_-png-_-PNGE_jpg.rf.5abb17369fea9fefbeac1c95c3881dc7.txt,True,640,640,2.0,Sitting,0.359375,0.49296875,0.5484375,0.909375,True,351.0,582.0,0.4987353515625,0.6030927824689127,False,False,normal,230.0,315.5,0.4619971513748169,0.21108195185661316,0.1265329122543335,0.21480438113212585,0.3588043451309204,0.4898330271244049,0.1469724327325821,0.4969314634799957,0.6481502652168274,0.6007819175720215,0.4293600916862488,0.6082931160926819,0.6942135095596313,0.8817988038063049,0.42449378967285156,0.8998501300811768
